kew_id,taxon_name,cited_name,sporophytic_chromosome_number,notes,unambiguous_match,number_identical_observations,,,,,
30241135-2,Calamagrostis stricta (Timm) Koeler,Calamagrostis stricta (Timm) Koeler,28,,y,1,,,,,
429978-1,Callitriche brutia Petagna,Callitriche brutia Petagna,28,,y,7,,,,,
429978-1,Callitriche brutia Petagna,Callitriche hamulata Kütz. ex W.D.J.Koch,,c.38,n,1,,,,,
429978-1,Callitriche brutia Petagna,Callitriche hamulata Kütz. ex W.D.J.Koch,38,,n,28,,,,,
429978-1,Callitriche brutia Petagna,Callitriche intermedia Hoffm.,38,,n,2,,,,,
330920-2,Callitriche hermaphroditica L.,Callitriche hermaphroditica L.,6,,y,4,,,,,
430025-1,Callitriche obtusangula Le Gall,Callitriche obtusangula Le Gall,10,,y,33,,,,,
330921-2,Callitriche platycarpa Kütz.,Callitriche platycarpa Kütz.,20,,y,36,,,,,
430045-1,Callitriche stagnalis Scop.,Callitriche stagnalis Scop.,10,,y,48,,,,,
430056-1,Callitriche truncata Guss.,Callitriche truncata Guss.,6,,y,1,,,,,
327305-1,Calluna vulgaris (L.) Hull,Calluna vulgaris (L.) Hull,16,,y,1,,,,,
42867-2,Caltha palustris L.,Caltha palustris L.,,56 +6s,y,1,,,,,
42867-2,Caltha palustris L.,Caltha palustris L.,48,,y,1,,,,,
42867-2,Caltha palustris L.,Caltha palustris L.,52,,y,2,,,,,
42867-2,Caltha palustris L.,Caltha palustris L.,54,,y,2,,,,,
42867-2,Caltha palustris L.,Caltha palustris L.,55,,y,4,,,,,
42867-2,Caltha palustris L.,Caltha palustris L.,56,,y,58,,,,,
42867-2,Caltha palustris L.,Caltha palustris L.,57,,y,5,,,,,
42867-2,Caltha palustris L.,Caltha palustris L.,58,,y,2,,,,,
42867-2,Caltha palustris L.,Caltha palustris L.,60,,y,1,,,,,
42867-2,Caltha palustris L.,Caltha palustris L.,64,,y,2,,,,,
42867-2,Caltha palustris L.,Caltha palustris var. palustris ,,c.80,n,1,,,,,
42867-2,Caltha palustris L.,Caltha palustris var. palustris ,56,,n,1,,,,,
42867-2,Caltha palustris L.,Caltha palustris var. radicans (T.F.Forst.) Beck,56,,n,6,,,,,
42867-2,Caltha palustris L.,Caltha palustris var. radicans (T.F.Forst.) Beck,60,,n,1,,,,,
42867-2,Caltha palustris L.,Caltha palustris var. radicans (T.F.Forst.) Beck,72,,n,1,,,,,
265687-1,Calystegia pulchra Brummitt & Heywood,Calystegia pulchra Brummitt & Heywood,22,,y,1,,,,,
30033025-2,Calystegia sepium (L.) R.Br.,Calystegia sepium subsp. roseata Brummitt,22,,n,1,,,,,
30033025-2,Calystegia sepium (L.) R.Br.,Calystegia sepium subsp. sepium ,22,,n,8,,,,,
143196-3,Calystegia silvatica (Kit.) Griseb.,Calystegia silvatica (Kit.) Griseb.,22,,y,14,,,,,
265700-1,Calystegia soldanella (L.) R.Br.,Calystegia soldanella (L.) R.Br.,22,,y,3,,,,,
139873-1,Campanula alliariifolia Willd.,Campanula alliariifolia Willd.,34,,y,2,,,,,
140127-1,Campanula cochleariifolia Lam.,Campanula cochleariifolia Lam.,68,,y,1,,,,,
140332-1,Campanula fragilis Cirillo,Campanula fragilis Cirillo,32,,y,1,,,,,
140344-1,Campanula garganica Ten.,Campanula garganica Ten.,34,,y,4,,,,,
140364-1,Campanula glomerata L.,Campanula glomerata L.,30,,y,2,,,,,
140562-1,Campanula latifolia L.,Campanula latifolia L.,,34 +3s,y,1,,,,,
140562-1,Campanula latifolia L.,Campanula latifolia L.,34,,y,2,,,,,
140798-1,Campanula patula L.,Campanula patula L.,20,,y,1,,,,,
140798-1,Campanula patula L.,Campanula patula L.,40,,y,1,,,,,
140828-1,Campanula persicifolia L.,Campanula persicifolia L.,16,,y,4,,,,,
140828-1,Campanula persicifolia L.,Campanula persicifolia var. maxima ,32,,n,1,,,,,
140868-1,Campanula portenschlagiana Schult.,Campanula portenschlagiana Schult.,34,,y,1,,,,,
140870-1,Campanula poscharskyana Degen,Campanula poscharskyana Degen,34,,y,2,,,,,
140920-1,Campanula pyramidalis L.,Campanula pyramidalis L.,34,,y,3,,,,,
140949-1,Campanula rapunculoides L.,Campanula rapunculoides L.,102,,y,1,,,,,
30036649-2,Campanula rotundifolia L.,Campanula rotundifolia L.,,102 +0-2s,y,1,,,,,
30036649-2,Campanula rotundifolia L.,Campanula rotundifolia L.,,102 +2s,y,1,,,,,
30036649-2,Campanula rotundifolia L.,Campanula rotundifolia L.,,102 +3s,y,1,,,,,
30036649-2,Campanula rotundifolia L.,Campanula rotundifolia L.,,102 +4s,y,1,,,,,
30036649-2,Campanula rotundifolia L.,Campanula rotundifolia L.,,102 +6s,y,1,,,,,
30036649-2,Campanula rotundifolia L.,Campanula rotundifolia L.,,34 +0-4s,y,1,,,,,
30036649-2,Campanula rotundifolia L.,Campanula rotundifolia L.,,68 +0/1s,y,1,,,,,
30036649-2,Campanula rotundifolia L.,Campanula rotundifolia L.,,68 +0-4s,y,1,,,,,
30036649-2,Campanula rotundifolia L.,Campanula rotundifolia L.,,68 +2s,y,2,,,,,
30036649-2,Campanula rotundifolia L.,Campanula rotundifolia L.,,68 +3s,y,3,,,,,
30036649-2,Campanula rotundifolia L.,Campanula rotundifolia L.,,88 +2s,y,1,,,,,
30036649-2,Campanula rotundifolia L.,Campanula rotundifolia L.,,c.102,y,48,,,,,
30036649-2,Campanula rotundifolia L.,Campanula rotundifolia L.,,c.68,y,56,,,,,
30036649-2,Campanula rotundifolia L.,Campanula rotundifolia L.,34,,y,2,,,,,
30036649-2,Campanula rotundifolia L.,Campanula rotundifolia L.,68,,y,51,,,,,
30036649-2,Campanula rotundifolia L.,Campanula rotundifolia L.,85,,y,2,,,,,
30036649-2,Campanula rotundifolia L.,Campanula rotundifolia L.,102,,y,17,,,,,
141236-1,Campanula trachelium L.,Campanula trachelium L.,,34 +1s,y,1,,,,,
141236-1,Campanula trachelium L.,Campanula trachelium L.,34,,y,2,,,,,
30092589-2,Capsella bursa-pastoris (L.) Medik.,"Capsella bursa-pastoris ""heteris"" Shull",16,,n,1,,,,,
30092589-2,Capsella bursa-pastoris (L.) Medik.,"Capsella bursa-pastoris ""rhomboidea"" Shull",32,,n,1,,,,,
30092589-2,Capsella bursa-pastoris (L.) Medik.,"Capsella bursa-pastoris ""simplex"" Shull",32,,n,1,,,,,
30092589-2,Capsella bursa-pastoris (L.) Medik.,"Capsella bursa-pastoris ""tenuis"" Shull",16,,n,1,,,,,
30092589-2,Capsella bursa-pastoris (L.) Medik.,Capsella bursa-pastoris (L.) Medik.,32,,y,1,,,,,
280132-1,Cardamine amara L.,Cardamine amara L.,16,,y,3,,,,,
45189-2,Cardamine flexuosa With.,Cardamine flexuosa With.,,c.30,y,1,,,,,
45189-2,Cardamine flexuosa With.,Cardamine flexuosa With.,,c.32,y,1,,,,,
45189-2,Cardamine flexuosa With.,Cardamine flexuosa With.,32,,y,4,,,,,
280380-1,Cardamine hirsuta L.,Cardamine hirsuta L.,16,,y,1,,,,,
45334-2,Cardamine pratensis L.,Cardamine pratensis f. plena Beck von Mann.,30,,n,9,,,,,
45334-2,Cardamine pratensis L.,Cardamine pratensis f. plena Beck von Mann.,56,,n,4,,,,,
45334-2,Cardamine pratensis L.,Cardamine pratensis f. plena Beck von Mann.,,c.64,n,1,,,,,
45334-2,Cardamine pratensis L.,Cardamine pratensis f. pratensis ,30,,n,9,,,,,
45334-2,Cardamine pratensis L.,Cardamine pratensis f. pratensis ,56,,n,76,,,,,
45334-2,Cardamine pratensis L.,Cardamine pratensis f. <semi-double>,56,,n,10,,,,,
45334-2,Cardamine pratensis L.,Cardamine pratensis L.,,c.32,y,1,,,,,
45334-2,Cardamine pratensis L.,Cardamine pratensis L.,30,,y,5,,,,,
45334-2,Cardamine pratensis L.,Cardamine pratensis L.,32,,y,1,,,,,
45334-2,Cardamine pratensis L.,Cardamine pratensis L.,38,,y,1,,,,,
45334-2,Cardamine pratensis L.,Cardamine pratensis L.,48,,y,1,,,,,
45334-2,Cardamine pratensis L.,Cardamine pratensis L.,56,,y,37,,,,,
45334-2,Cardamine pratensis L.,Cardamine pratensis L.,57,,y,1,,,,,
45334-2,Cardamine pratensis L.,Cardamine pratensis L.,58,,y,3,,,,,
45334-2,Cardamine pratensis L.,Cardamine pratensis L.,72,,y,1,,,,,
188569-1,Carduus crispus L.,"Carduus acanthoides auct., non L.",16,,n,2,,,,,
188569-1,Carduus crispus L.,Carduus crispus L.,16,,y,1,,,,,
188890-1,Carduus nutans L.,Carduus nutans L.,16,,y,1,,,,,
189106-1,Carduus tenuiflorus Curtis,Carduus tenuiflorus Curtis,54,,y,1,,,,,
30197372-2,Carex acuta L.,Carex acuta L.,,82| 84+1f & 84+2ff,y,1,,,,,
30197372-2,Carex acuta L.,Carex acuta L.,,84 +1/2ff,y,1,,,,,
30197372-2,Carex acuta L.,Carex acuta L.,,84?,y,1,,,,,
30197372-2,Carex acuta L.,Carex acuta L.,,85?,y,1,,,,,
30197372-2,Carex acuta L.,Carex acuta L.,83,,y,7,,,,,
30197372-2,Carex acuta L.,Carex acuta L.,84,,y,11,,,,,
30197372-2,Carex acuta L.,Carex acuta L.,85,,y,1,,,,,
298427-1,Carex acutiformis Ehrh.,Carex acutiformis Ehrh.,38,,y,1,,,,,
298610-1,Carex aquatilis Wahlenb.,Carex aquatilis var. minor Boott,76,,n,1,,,,,
298610-1,Carex aquatilis Wahlenb.,Carex aquatilis Wahlenb.,76,,y,6,,,,,
298610-1,Carex aquatilis Wahlenb.,Carex aquatilis Wahlenb.,77,,y,2,,,,,
30009416-2,Carex atrata L.,Carex atrata L.,54,,y,1,,,,,
45854-2,Carex bigelowii Torr. ex Schwein.,Carex bigelowii Torr. ex Schwein.,68,,y,6,,,,,
45854-2,Carex bigelowii Torr. ex Schwein.,Carex bigelowii Torr. ex Schwein.,69,,y,3,,,,,
45854-2,Carex bigelowii Torr. ex Schwein.,Carex bigelowii Torr. ex Schwein.,70,,y,2,,,,,
45854-2,Carex bigelowii Torr. ex Schwein.,Carex bigelowii Torr. ex Schwein.,71,,y,1,,,,,
298837-1,Carex binervis Sm.,Carex binervis Sm.,74,,y,1,,,,,
30074480-2,Carex capillaris L.,Carex capillaris L.,,c.54,y,1,,,,,
324492-2,Carex caryophyllea Latourr.,Carex caryophyllea Latourr.,68,,y,3,,,,,
299420-1,Carex demissa Hornem.,Carex demissa Hornem.,70,,y,7,,,,,
299427-1,Carex depauperata Curtis ex With.,Carex depauperata Curtis ex With.,44,,y,1,,,,,
299459-1,Carex digitata L.,Carex digitata L.,48,,y,1,,,,,
299459-1,Carex digitata L.,Carex digitata L.,50,,y,1,,,,,
330925-2,Carex dioica L.,Carex dioica L.,52,,y,1,,,,,
299497-1,Carex distans L.,Carex distans L.,74,,y,1,,,,,
30089381-2,Carex disticha Huds.,Carex disticha Huds.,62,,y,1,,,,,
299519-1,Carex divulsa Stokes,Carex divulsa Stokes,58,,y,1,,,,,
299596-1,Carex elata All.,Carex elata All.,,76 +f,y,1,,,,,
299596-1,Carex elata All.,Carex elata All.,74,,y,1,,,,,
299596-1,Carex elata All.,Carex elata All.,75,,y,1,,,,,
299596-1,Carex elata All.,Carex elata All.,76,,y,11,,,,,
299596-1,Carex elata All.,Carex elata All.,77,,y,2,,,,,
299646-1,Carex ericetorum Pollich,Carex ericetorum Pollich,30,,y,8,,,,,
299690-1,Carex extensa Gooden.,Carex extensa Gooden.,60,,y,1,,,,,
299736-1,Carex filiformis L.,Carex tomentosa L.,48,,n,1,,,,,
299756-1,Carex flacca Schreb.,Carex flacca Schreb.,76,,y,5,,,,,
30043428-2,Carex flava L.,Carex flava L.,60,,y,2,,,,,
300162-1,Carex hirta L.,Carex hirta L.,112,,y,2,,,,,
300208-1,Carex hostiana DC.,Carex hostiana DC.,56,,y,4,,,,,
300229-1,Carex humilis Leyss.,Carex humilis Leyss.,36,,y,2,,,,,
300516-1,Carex laevigata Sm.,Carex laevigata Sm.,71,,y,1,,,,,
300516-1,Carex laevigata Sm.,Carex laevigata Sm.,72,,y,1,,,,,
46508-2,Carex lepidocarpa Tausch,Carex lepidocarpa subsp. lepidocarpa ,68,,n,7,,,,,
46508-2,Carex lepidocarpa Tausch,Carex lepidocarpa subsp. scotica E.W.Davies,68,,n,3,,,,,
300627-1,Carex leporina L.,Carex ovalis Gooden.,64,,n,1,,,,,
300842-1,Carex magellanica Lam.,Carex paupercula Michx.,58,,n,2,,,,,
301056-1,Carex montana L.,Carex montana L.,38,,y,2,,,,,
30066383-2,Carex nigra (L.) Reichard,Carex nigra (L.) Reichard,,?100,y,1,,,,,
30066383-2,Carex nigra (L.) Reichard,Carex nigra (L.) Reichard,,c.120,y,1,,,,,
30066383-2,Carex nigra (L.) Reichard,Carex nigra (L.) Reichard,83,,y,2,,,,,
30066383-2,Carex nigra (L.) Reichard,Carex nigra (L.) Reichard,84,,y,38,,,,,
30066383-2,Carex nigra (L.) Reichard,Carex nigra (L.) Reichard,85,,y,5,,,,,
301371-1,Carex otrubae Podp.,Carex otrubae Podp.,58,,y,1,,,,,
301409-1,Carex pallescens L.,Carex pallescens L.,64,,y,1,,,,,
301423-1,Carex panicea L.,Carex panicea L.,32,,y,2,,,,,
301587-1,Carex pilulifera L.,Carex pilulifera L.,18,,y,4,,,,,
301815-1,Carex punctata Gaudin,Carex punctata Gaudin,68,,y,1,,,,,
301879-1,Carex recta Boott,Carex recta Boott,,75?,y,1,,,,,
301879-1,Carex recta Boott,Carex recta Boott,,c.74,y,1,,,,,
301879-1,Carex recta Boott,Carex recta Boott,,c.85,y,2,,,,,
301879-1,Carex recta Boott,Carex recta Boott,74,,y,1,,,,,
301911-1,Carex remota L.,Carex remota L.,60,,y,1,,,,,
301911-1,Carex remota L.,Carex remota L.,62,,y,1,,,,,
302425-1,Carex strigosa Huds.,Carex strigosa Huds.,66,,y,1,,,,,
302516-1,Carex sylvatica Huds.,Carex sylvatica Huds.,58,,y,1,,,,,
302933-1,Carex viridula Michx.,Carex serotina Mérat,70,,n,6,,,,,
302933-1,Carex viridula Michx.,Carex serotina var. cyperoides,70,,n,1,,,,,
302933-1,Carex viridula Michx.,Carex scandinavica E.W.Davies,70,,n,1,,,,,
189321-1,Carlina vulgaris L.,Carlina vulgaris L.,20,,y,4,,,,,
1200427-2,Carpobrotus edulis (L.) N.E.Br.,Carpobrotus edulis var. edulis ,18,,n,1,,,,,
1200427-2,Carpobrotus edulis (L.) N.E.Br.,Carpobrotus edulis var. rubescens Druce,18,,n,1,,,,,
360784-1,Carpobrotus glaucescens (Haw.) Schwantes,Carpobrotus glaucescens (Haw.) Schwantes,18,,y,1,,,,,
395086-1,Catabrosa aquatica (L.) P.Beauv.,Catabrosa aquatica (L.) P.Beauv.,,20 +2s,y,1,,,,,
395086-1,Catabrosa aquatica (L.) P.Beauv.,Catabrosa aquatica (L.) P.Beauv.,20,,y,2,,,,,
395160-1,Catapodium marinum (L.) C.E.Hubb.,Catapodium marinum (L.) C.E.Hubb.,28,,y,1,,,,,
395167-1,Catapodium rigidum (L.) C.E.Hubb.,Catapodium rigidum subsp. majus (C.Presl) F.H.Perring & P.D.Sell,14,,n,1,,,,,
395167-1,Catapodium rigidum (L.) C.E.Hubb.,"Festuca rigida (L.) Raspail, non Roth",14,,n,1,,,,,
189935-1,Centaurea aspera L.,Centaurea aspera L.,22,,y,1,,,,,
190331-1,Centaurea debeauxii Gren. & Godr.,Centaurea nemoralis Jord.,44,,n,1,,,,,
190331-1,Centaurea debeauxii Gren. & Godr.,Centaurea nigra subsp. nemoralis (Jord.) Gremli,44,,n,1,,,,,
190753-1,Centaurea jacea L.,Centaurea jacea L.,44,,y,2,,,,,
191100-1,Centaurea nigra L.,Centaurea nigra L.,22,,y,1,,,,,
191100-1,Centaurea nigra L.,Centaurea nigra L.,44,,y,7,,,,,
191100-1,Centaurea nigra L.,Centaurea nigra subsp. nigra ,,c.44,n,1,,,,,
191521-1,Centaurea scabiosa L.,Centaurea scabiosa L.,,20 +0-4s,y,1,,,,,
191521-1,Centaurea scabiosa L.,Centaurea scabiosa L.,,20 +3-8s,y,1,,,,,
191521-1,Centaurea scabiosa L.,Centaurea scabiosa L.,14,,y,1,,,,,
191521-1,Centaurea scabiosa L.,Centaurea scabiosa L.,20,,y,5,,,,,
326619-2,Centaurium erythraea Rafn,Centaurium erythraea Rafn,40,,y,18,,,,,
326619-2,Centaurium erythraea Rafn,Centaurium minus subsp. minus ,40,,n,5,,,,,
366670-1,Centaurium littorale (Turner ex Sm.) Gilmour,Centaurium littorale (Turner ex Sm.) Gilmour,,c.56,y,1,,,,,
366670-1,Centaurium littorale (Turner ex Sm.) Gilmour,Centaurium littorale (Turner ex Sm.) Gilmour,38,,y,1,,,,,
366670-1,Centaurium littorale (Turner ex Sm.) Gilmour,Centaurium littorale (Turner ex Sm.) Gilmour,40,,y,7,,,,,
366670-1,Centaurium littorale (Turner ex Sm.) Gilmour,Centaurium vulgare subsp. vulgare ,40,,n,1,,,,,
366698-1,Centaurium portense (Brot.) Butcher,Centaurium scilloides (L.f.) Samp.,20,,n,2,,,,,
366702-1,Centaurium pulchellum (Sw.) Druce,Centaurium pulchellum (Sw.) Druce,,c.34,y,1,,,,,
366702-1,Centaurium pulchellum (Sw.) Druce,Centaurium pulchellum (Sw.) Druce,36,,y,1,,,,,
302288-2,Cerastium alpinum L.,Cerastium alpinum L.,72,,y,3,,,,,
302288-2,Cerastium alpinum L.,Cerastium alpinum L.,108,,y,1,,,,,
302288-2,Cerastium alpinum L.,Cerastium alpinum subsp. lanatum (Lam.) Ces.,72,,n,1,,,,,
302288-2,Cerastium alpinum L.,Cerastium alpinum subsp. lanatum (Lam.) Ces.,108,,n,1,,,,,
329786-2,Cerastium arvense L.,Cerastium arvense L.,72,,y,6,,,,,
152118-1,Cerastium brachypetalum Pers.,Cerastium brachypetalum Desp. ex Pers.,90,,n,2,,,,,
52333-2,Cerastium cerastoides (L.) Britton,Cerastium cerastoides (L.) Britton,38,,y,2,,,,,
152210-1,Cerastium diffusum Pers.,Cerastium tetrandrum Curtis,72,,n,4,,,,,
152255-1,Cerastium fontanum Baumg.,Cerastium fontanum Baumg.,144,,y,2,,,,,
152255-1,Cerastium fontanum Baumg.,Cerastium fontanum subsp. triviale (Spenn.) Jalas,,c.108,n,1,,,,,
152255-1,Cerastium fontanum Baumg.,Cerastium fontanum subsp. triviale (Spenn.) Jalas,,c.126,n,1,,,,,
152255-1,Cerastium fontanum Baumg.,Cerastium fontanum subsp. triviale (Spenn.) Jalas,,c.130,n,1,,,,,
152255-1,Cerastium fontanum Baumg.,Cerastium fontanum subsp. triviale (Spenn.) Jalas,,c.144,n,1,,,,,
152255-1,Cerastium fontanum Baumg.,Cerastium fontanum subsp. triviale (Spenn.) Jalas,72,,n,2,,,,,
152255-1,Cerastium fontanum Baumg.,Cerastium fontanum subsp. triviale (Spenn.) Jalas,108,,n,1,,,,,
152255-1,Cerastium fontanum Baumg.,Cerastium fontanum subsp. triviale (Spenn.) Jalas,126,,n,1,,,,,
152255-1,Cerastium fontanum Baumg.,Cerastium fontanum subsp. triviale (Spenn.) Jalas,144,,n,3,,,,,
152255-1,Cerastium fontanum Baumg.,Cerastium holosteoides Fr.,,136-152,n,1,,,,,
152255-1,Cerastium fontanum Baumg.,Cerastium holosteoides Fr.,,144 (mode)| 137-147 (range),n,1,,,,,
152255-1,Cerastium fontanum Baumg.,Cerastium holosteoides Fr.,144,,n,1,,,,,
152255-1,Cerastium fontanum Baumg.,"Cerastium vulgatum sensu L.(1759), non L.(1755)",72,,n,1,,,,,
152255-1,Cerastium fontanum Baumg.,"Cerastium vulgatum sensu L.(1759), non L.(1755)",126,,n,1,,,,,
152255-1,Cerastium fontanum Baumg.,"Cerastium vulgatum sensu L.(1759), non L.(1755)",144,,n,1,,,,,
152255-1,Cerastium fontanum Baumg.,"Cerastium vulgatum sensu L.(1759), non L.(1755)",180,,n,1,,,,,
152274-1,Cerastium glomeratum Thuill.,Cerastium glomeratum Thuill.,72,,y,2,,,,,
152274-1,Cerastium glomeratum Thuill.,"Cerastium viscosum auct., non L.",72,,n,1,,,,,
152458-1,Cerastium nigrescens (H.C.Watson) Edmondston ex H.C.Watson,Cerastium arcticum Lange,108,,n,3,,,,,
152458-1,Cerastium nigrescens (H.C.Watson) Edmondston ex H.C.Watson,Cerastium edmondstonii (Edmondston) Murb. & Ostenf.,,c.108,n,1,,,,,
152458-1,Cerastium nigrescens (H.C.Watson) Edmondston ex H.C.Watson,Cerastium edmondstonii (Edmondston) Murb. & Ostenf.,72,,n,1,,,,,
152458-1,Cerastium nigrescens (H.C.Watson) Edmondston ex H.C.Watson,Cerastium nigrescens (H.C.Watson) Edmondston ex H.C.Watson,108,,y,1,,,,,
152552-1,Cerastium pumilum Curtis,Cerastium pumilum Curtis,72,,y,1,,,,,
152552-1,Cerastium pumilum Curtis,Cerastium pumilum Curtis,90,,y,1,,,,,
152552-1,Cerastium pumilum Curtis,Cerastium pumilum Curtis,95,,y,1,,,,,
152623-1,Cerastium semidecandrum L.,Cerastium semidecandrum L.,36,,y,2,,,,,
152715-1,Cerastium tomentosum L.,Cerastium tomentosum L.,72,,y,2,,,,,
152715-1,Cerastium tomentosum L.,Cerastium tomentosum var. tomentosum ,,72 +0/2s,n,1,,,,,
152715-1,Cerastium tomentosum L.,Cerastium tomentosum var. tomentosum ,,72 +1-3s,n,1,,,,,
152715-1,Cerastium tomentosum L.,Cerastium tomentosum var. tomentosum ,,72 +5s,n,1,,,,,
152715-1,Cerastium tomentosum L.,Cerastium tomentosum var. tomentosum ,,72 +7s,n,1,,,,,
152715-1,Cerastium tomentosum L.,Cerastium tomentosum var. tomentosum ,,72 +9s,n,2,,,,,
152715-1,Cerastium tomentosum L.,Cerastium tomentosum var. tomentosum ,72,,n,8,,,,,
801401-1,Chaenorhinum minus (L.) Lange,Chaenorhinum minus (L.) Lange,14,,y,1,,,,,
192489-1,Chamaemelum nobile (L.) All.,Chamaemelum nobile (L.) All.,18,,y,6,,,,,
611374-1,Chamaenerion angustifolium (L.) Scop.,Chamerion angustifolium (L.) Holub,36,,n,6,,,,,
611374-1,Chamaenerion angustifolium (L.) Scop.,Epilobium angustifolium L.,36,,n,6,,,,,
303589-2,Chelidonium majus L.,Chelidonium majus L.,12,,y,2,,,,,
77121009-1,"Chenopodiastrum hybridum (L.) S.Fuentes, Uotila & Borsch",Chenopodium hybridum L.,18,,n,1,,,,,
77121007-1,"Chenopodiastrum murale (L.) S.Fuentes, Uotila & Borsch",Chenopodium murale L.,,18 (&36 mixoploid),n,2,,,,,
77121007-1,"Chenopodiastrum murale (L.) S.Fuentes, Uotila & Borsch",Chenopodium murale L.,18,,n,5,,,,,
55993-2,Chenopodium album L.,Chenopodium album L.,,54 (&18| 36| 72 mixoploid),y,1,,,,,
55993-2,Chenopodium album L.,Chenopodium album L.,54,,y,33,,,,,
55993-2,Chenopodium album L.,Chenopodium reticulatum Aellen,54,,n,5,,,,,
56042-2,Chenopodium berlandieri Moq.,Chenopodium berlandieri subsp. zschakei (J.Murr.) Zob.,36,,n,1,,,,,
164928-1,Chenopodium ficifolium Sm.,Chenopodium ficifolium Sm.,,18 (&36 mixoploid),y,2,,,,,
164928-1,Chenopodium ficifolium Sm.,Chenopodium ficifolium Sm.,18,,y,4,,,,,
60447126-2,Chenopodium opulifolium Schrad. ex W.D.J.Koch & Ziz,Chenopodium opulifolium Schrad. ex W.D.J.Koch & Ziz,54,,y,1,,,,,
165253-1,Chenopodium suecicum Murr,Chenopodium suecicum Murr,18,,y,5,,,,,
165311-1,Chenopodium vulvaria L.,Chenopodium vulvaria L.,18,,y,1,,,,,
152797-1,Cherleria sedoides L.,Cherleria sedoides L.,48,,y,1,,,,,
152797-1,Cherleria sedoides L.,Minuartia sedoides (L.) Hiern,,51-52,n,1,,,,,
30303328-2,Chrysosplenium alternifolium L.,Chrysosplenium alternifolium L.,48,,y,1,,,,,
790635-1,Chrysosplenium oppositifolium L.,Chrysosplenium oppositifolium L.,42,,y,3,,,,,
486336-1,Cicer arietinum L.,Cicer arietanum L.,16,,n,1,,,,,
194533-1,Cichorium intybus L.,Cichorium intybus L.,18,,y,1,,,,,
840414-1,Cicuta virosa L.,Cicuta virosa L.,22,,y,1,,,,,
58893-2,Circaea alpina L.,Circaea alpina L.,22,,y,1,,,,,
611469-1,Circaea lutetiana L.,Circaea lutetiana L.,22,,y,3,,,,,
30076919-2,Cirsium acaule Scop.,Cirsium acaule (L.) Scop.,34,,n,2,,,,,
195034-1,Cirsium arvense (L.) Scop.,Cirsium arvense (L.) Scop.,34,,y,1,,,,,
195034-1,Cirsium arvense (L.) Scop.,Cirsium arvense var. arvense ,34,,n,1,,,,,
195034-1,Cirsium arvense (L.) Scop.,Cirsium arvense var. incanum (Fisch.) Ledeb.,34,,n,1,,,,,
195275-1,Cirsium dissectum (L.) Hill,Cirsium dissectum (L.) Hill,34,,y,2,,,,,
195318-1,Cirsium eriophorum (L.) Scop.,Cirsium eriophorum subsp. britannicum Petr.,34,,n,1,,,,,
195465-1,Cirsium heterophyllum (L.) Hill,Cirsium heterophyllum (L.) Hill,34,,y,2,,,,,
195790-1,Cirsium palustre (L.) Scop.,Cirsium palustre (L.) Scop.,34,,y,3,,,,,
196145-1,Cirsium tuberosum (L.) All.,Cirsium tuberosum (L.) All.,34,,y,2,,,,,
196191-1,Cirsium vulgare (Savi) Ten.,Cirsium vulgare (Savi) Ten.,68,,y,3,,,,,
60021-2,Claytonia perfoliata Donn ex Willd.,Claytonia perfoliata Donn ex Willd.,36,,y,1,,,,,
60021-2,Claytonia perfoliata Donn ex Willd.,Montia perfoliata (Donn ex Willd.) Howell,36,,n,1,,,,,
319145-2,Clematis vitalba L.,Clematis vitalba L.,16,,y,3,,,,,
445709-1,Clinopodium acinos (L.) Kuntze,Acinos arvensis (Lam.) Dandy,18,,n,3,,,,,
445723-1,Clinopodium ascendens (Jord.) Samp.,Clinopodium ascendens (Jord.) Samp.,48,,y,3,,,,,
946917-1,Clinopodium menthifolium (Host) Stace,Calamintha sylvatica Bromf.,24,,n,1,,,,,
445833-1,Clinopodium nepeta (L.) Kuntze,Calamintha nepeta (L.) Savi,,c.72,n,1,,,,,
445833-1,Clinopodium nepeta (L.) Kuntze,Calamintha nepeta (L.) Savi,48,,n,1,,,,,
61206-2,Clinopodium vulgare L.,Clinopodium vulgare L.,20,,y,2,,,,,
281383-1,Cochlearia anglica L.,Cochlearia anglica L.,,48 +1-2s,y,1,,,,,
281383-1,Cochlearia anglica L.,Cochlearia anglica L.,36,,y,1,,,,,
281414-1,Cochlearia danica L.,Cochlearia danica L.,42,,y,8,,,,,
281462-1,Cochlearia micacea E.S.Marshall,Cochlearia micacea E.S.Marshall,,34-36,y,1,,,,,
281462-1,Cochlearia micacea E.S.Marshall,Cochlearia micacea E.S.Marshall,26,,y,5,,,,,
281469-1,Cochlearia officinalis L.,Cochlearia atlantica Pobed.,12,,n,1,,,,,
281469-1,Cochlearia officinalis L.,Cochlearia atlantica Pobed.,24,,n,1,,,,,
281469-1,Cochlearia officinalis L.,"Cochlearia groenlandica sensu E.S.Marshall, non L.",14,,n,1,,,,,
281469-1,Cochlearia officinalis L.,Cochlearia officinalis L.,,24 +0-1s,y,3,,,,,
281469-1,Cochlearia officinalis L.,Cochlearia officinalis L.,,24 +0-2s,y,1,,,,,
281469-1,Cochlearia officinalis L.,Cochlearia officinalis L.,,24 +0-3s,y,1,,,,,
281469-1,Cochlearia officinalis L.,Cochlearia officinalis L.,,24 +0-5s,y,1,,,,,
