taxon_name,taxon_name_Stace,authors_Stace,Full name,pg_2C,pg_1C,Mbp_2C,Mbp_1C,PublishedPloidyLevel,PublishedChromosomeNumber,Locality,from GB material,DB
Orobanche reticulata Wallr.,Orobanche reticulata,Wallr.,Orobanche reticulata,6.19,3.095,6053.82,3026.91,3,38,01st Fortmond,n,"Zonneveld, 2019"
Picris hieracioides L.,Picris hieracioides,L.,Picris hieracioides,2.91,1.455,2845.98,1422.99,4,10,01st Fortmond,n,"Zonneveld, 2019"
Gagea lutea (L.) Ker Gawl.,Gagea lutea,(L.) Ker Gawl.,Gagea lutea,42.7,21.35,41760.60,20880.30,22,6x =72,NA,n,"Zonneveld, 2019"
Myosotis discolor Pers.,Myosotis discolor,Pers.,Myosotis discolor,1.84,0.92,1799.52,899.76,27,72,NA,n,"Zonneveld, 2019"
Lupinus angustifolius L.,Lupinus angustifolius,L.,Lupinus angustifolius,2,1,1956.00,978.00,1,"40, 48",A. Vogelpark,n,"Zonneveld, 2019"
Oenothera villosa Thunb.,Oenothera villosa,Thunb.,Oenothera villosa,2.47,1.235,2415.66,1207.83,1,14,A'dam Houthavens,n,"Zonneveld, 2019"
Nicotiana sylvestris Speg. & Comes,Nicotiana sylvestris,Speg. & Comes,Nicotiana sylvestris,5.55,2.775,5427.90,2713.95,1,24,A'dam Javakade,n,"Zonneveld, 2019"
Erodium moschatum (L.) L'Hér.,Erodium moschatum,(L.) L'Hér.,Erodium moschatum,1.86,0.93,1819.08,909.54,2,20,A'dam Lijnbaans gracht,n,"Zonneveld, 2019"
Urtica membranacea Poir.,Urtica membranacea,Poir.,Urtica membranacea,1.75,0.875,1711.50,855.75,2,22,A'dam O Dusartestraat,n,"Zonneveld, 2019"
Solanum triflorum Nutt.,Solanum triflorum,Nutt.,Solanum triflorum,3.41,1.705,3334.98,1667.49,3,24,A'dam waterl. De Zilk,n,"Zonneveld, 2019"
Honckenya peploides (L.) Ehrh.,Honckenya peploides,(L.) Ehrh.,Honckenya peploides,7.9,3.95,7726.20,3863.10,2,"(48, 64) 68",Afsluitdijk,n,"Zonneveld, 2019"
Sherardia arvensis L.,Sherardia arvensis,L.,Sherardia arvensis,1.16,0.58,1134.48,567.24,2,22,Afsluitdljk,n,"Zonneveld, 2019"
Aconitum napellus L.,Aconitum napellus,L.,Aconitum napellus,24.7,12.35,24156.60,12078.30,2,"(16, 24) 32",AGS,n,"Zonneveld, 2019"
Ajuga pyramidalis L.,Ajuga pyramidalis,L.,Ajuga pyramidalis,2.35,1.175,2298.30,1149.15,3,32,AGS,n,"Zonneveld, 2019"
Briza maxima L.,Briza maxima,L.,Briza maxima,9,4.5,8802.00,4401.00,2,14,AGS,n,"Zonneveld, 2019"
Bupleurum falcatum L.,Bupleurum falcatum,L.,Bupleurum falcatum,0.8,0.4,782.40,391.20,2,16-32,AGS,n,"Zonneveld, 2019"
Bupleurum rotundifolium L.,Bupleurum rotundifolium,L.,Bupleurum rotundifolium,1.56,0.78,1525.68,762.84,1,16,AGS,n,"Zonneveld, 2019"
Campanula rapunculoides L.,Campanula rapunculoides,L.,Campanula rapunculoides,8.21,4.105,8029.38,4014.69,1,"68, 102",AGS,n,"Zonneveld, 2019"
Digitalis lanata Ehrh.,Digitalis lanata,Ehrh.,Digitalis lanata,2.69,1.345,2630.82,1315.41,2,56 (112),AGS,n,"Zonneveld, 2019"
Dipsacus laciniatus L.,Dipsacus laciniatus,L.,Dipsacus laciniatus,7.05,3.525,6894.90,3447.45,5,(16) 18,AGS,n,"Zonneveld, 2019"
Euonymus latifolius (L.) Mill.,Euonymus latifolius,(L.) Mill.,Euonymus latifolius,2.06,1.03,2014.68,1007.34,1,64,AGS,n,"Zonneveld, 2019"
Hibiscus trionum L.,Hibiscus trionum,L.,Hibiscus trionum,3.73,1.865,3647.94,1823.97,2,"28, 56",AGS,n,"Zonneveld, 2019"
Lathyrus niger (L.) Bernh.,Lathyrus niger,(L.) Bernh.,Lathyrus niger,13.8,6.9,13496.40,6748.20,1,14,AGS,n,"Zonneveld, 2019"
Linaria dalmatica (L.) Mill.,Linaria dalmatica,(L.) Mill.,Linaria dalmatica,1.78,0.89,1740.84,870.42,2,12,AGS,n,"Zonneveld, 2019"
Linaria supina (L.) Chaz.,Linaria supina,(L.) Chaz.,Linaria supina,1.61,0.805,1574.58,787.29,1,12,AGS,n,"Zonneveld, 2019"
Lupinus luteus L.,Lupinus luteus,L.,Lupinus luteus,2.94,1.47,2875.32,1437.66,1,48-56,AGS,n,"Zonneveld, 2019"
Nonea lutea (Desr.) DC.,Nonea lutea,(Desr.) DC.,Nonea lutea,1.47,0.735,1437.66,718.83,3,14,AGS,n,"Zonneveld, 2019"
Phacelia tanacetifolia Benth.,Phacelia tanacetifolia,Benth.,Phacelia tanacetifolia,1.48,0.74,1447.44,723.72,2,22,AGS,n,"Zonneveld, 2019"
Reseda luteola L.,Reseda luteola,L.,Reseda luteola,1.33,0.665,1300.74,650.37,2,26,AGS,n,"Zonneveld, 2019"
Rhinanthus minor L.,Rhinanthus minor,L.,Rhinanthus minor,2.85,1.425,2787.30,1393.65,2,22,AGS,n,"Zonneveld, 2019"
Salvia verticillata L.,Salvia verticillata,L.,Salvia verticillata,2.83,1.415,2767.74,1383.87,5,16 (32),AGS,n,"Zonneveld, 2019"
Saponaria ocymoides L.,Saponaria ocymoides,L.,Saponaria ocymoides,4.28,2.14,4185.84,2092.92,2,28,AGS,n,"Zonneveld, 2019"
Silene armeria L.,Silene armeria,L.,Silene armeria,2.91,1.455,2845.98,1422.99,5,24,AGS,n,"Zonneveld, 2019"
Silene dichotoma Ehrh.,Silene dichotoma,Ehrh.,Silene dichotoma,2.96,1.48,2894.88,1447.44,2,"24, 48",AGS,n,"Zonneveld, 2019"
Silene nutans L.,Silene nutans,L.,Silene nutans,5.31,2.655,5193.18,2596.59,5,24,AGS,n,"Zonneveld, 2019"
Silybum marianum (L.) Gaertn.,Silybum marianum,(L.) Gaertn.,Silybum marianum,1.71,0.855,1672.38,836.19,2,34,AGS,n,"Zonneveld, 2019"
Solanum dulcamara L.,Solanum dulcamara,L.,Solanum dulcamara,2.32,1.16,2268.96,1134.48,2,24,AGS,n,"Zonneveld, 2019"
Tragopogon porrifolius L.,Tragopogon porrifolius,L.,Tragopogon porrifolius,5.92,2.96,5789.76,2894.88,3,12,AGS,n,"Zonneveld, 2019"
Scutellaria altissima L.,Scutellaria altissima,L.,Scutellaria altissima,0.83,0.415,811.74,405.87,2,34,AGS seedling,n,"Zonneveld, 2019"
Capsella rubella Reut.,Capsella rubella,Reut.,Capsella rubella,0.47,0.235,459.66,229.83,28,16,Alkmaar,n,"Zonneveld, 2019"
Ranunculus parviflorus L.,Ranunculus parviflorus,L.,Ranunculus parviflorus,6.6,3.3,6454.80,3227.40,2,"14, 28",Alkmaar,n,"Zonneveld, 2019"
Blysmus rufus (Huds.) Link,Blysmus rufus,(Huds.) Link,Blysmus rufus,4.24,2.12,4146.72,2073.36,2,40,Ameland,n,"Zonneveld, 2019"
Limonium vulgare Mill.,Limonium vulgare,Mill.,Limonium vulgare,5.37,2.685,5251.86,2625.93,8,"18, 36, 45",Ameland,n,"Zonneveld, 2019"
Agrostis vinealis Schreb.,Agrostis vinealis,Schreb.,Agrostis vinealis,6.86,3.43,6709.08,3354.54,4,,Ameland Ballum,n,"Zonneveld, 2019"
Carex extensa Gooden.,Carex extensa,Gooden.,Carex extensa,0.71,0.355,694.38,347.19,3,60,Ameland Ballum,n,"Zonneveld, 2019"
Eleocharis uniglumis (Link) Schult.,Eleocharis uniglumis,(Link) Schult.,Eleocharis uniglumis,9.5,4.75,9291.00,4645.50,1,40-90,Ameland Ballum,n,"Zonneveld, 2019"
Juncus maritimus Lam.,Juncus maritimus,Lam.,Juncus maritimus,0.33,0.165,322.74,161.37,2,"40, 48",Ameland Ballum,n,"Zonneveld, 2019"
Triglochin maritima L.,Triglochin maritima,L.,Triglochin maritima,3.67,1.835,3589.26,1794.63,1,48,Ameland Ballum,n,"Zonneveld, 2019"
Atriplex littoralis L.,Atriplex littoralis,L.,Atriplex littoralis,1.63,0.815,1594.14,797.07,3,18,Ameland Neerlands Reid,n,"Zonneveld, 2019"
Hieracium umbellatum L.,Hieracium umbellatum,L.,Hieracium umbellatum,8.55,4.275,8361.90,4180.95,3,18,Ameland Nes,n,"Zonneveld, 2019"
Eleocharis quinqueflora (Hartmann) O. Schwarz,Eleocharis quinqueflora,(Hartmann) O. Schwarz,Eleocharis quinqueflora,1.14,0.57,1114.92,557.46,2,,Ameland Spijkerpad,n,"Zonneveld, 2019"
Epilobium obscurum Schreb,Epilobium obscurum,Schreb,Epilobium obscurum,0.65,0.325,635.70,317.85,1,36,Ameland Spijkerpad,n,"Zonneveld, 2019"
Galeopsis bifida Boenn.,Galeopsis bifida,Boenn.,Galeopsis bifida,3.22,1.61,3149.16,1574.58,6,32,Ameland Spijkerpad,n,"Zonneveld, 2019"
Juncus balticus Willd.,Juncus balticus,Willd.,Juncus balticus,1.14,0.57,1114.92,557.46,1,84,Ameland Spijkerpad,n,"Zonneveld, 2019"
Carex distans L.,Carex distans,L.,Carex distans,0.84,0.42,821.52,410.76,2,74,Ameland Spljkerpad,n,"Zonneveld, 2019"
Equisetum sylvaticum L.,Equisetum sylvaticum,L.,Equisetum sylvaticum,25.6,12.8,25036.80,12518.40,6,216,Amstelveen,n,"Zonneveld, 2019"
Scrophularia vernalis L.,Scrophularia vernalis,L.,Scrophularia vernalis,1.74,0.87,1701.72,850.86,2,"28, 40",Amstelveen,n,"Zonneveld, 2019"
Avena fatua L.,Avena fatua,L.,Avena fatua,26.4,13.2,25819.20,12909.60,1,42,Ansen Geeuw. brug,n,"Zonneveld, 2019"
Cytisus scoparius (L.) Link,Cytisus scoparius,(L.) Link,Cytisus scoparius,2.21,1.105,2161.38,1080.69,1,"24, 46, 48",Apeldoorn,n,"Zonneveld, 2019"
Digitalis purpurea L.,Digitalis purpurea,L.,Digitalis purpurea,2.02,1.01,1975.56,987.78,2,56,Apeldoorn,n,"Zonneveld, 2019"
Erica tetralix L.,Erica tetralix,L.,Erica tetralix,1.01,0.505,987.78,493.89,2,24,Apeldoorn,n,"Zonneveld, 2019"
Vaccinium myrtillus L.,Vaccinium myrtillus,L.,Vaccinium myrtillus,1.23,0.615,1202.94,601.47,2,24,Apeldoorn,n,"Zonneveld, 2019"
Vaccinium vitis-idaea L.,Vaccinium vitis-idaea,L.,Vaccinium vitis-idaea,1.26,0.63,1232.28,616.14,1,24,Apeldoorn,n,"Zonneveld, 2019"
Dittrichia graveolens (L.) Greuter,Dittrichia graveolens,(L.) Greuter,Dittrichia graveolens,1.99,0.995,1946.22,973.11,1,18,Apeldoorn Assel,n,"Zonneveld, 2019"
Ulex europaeus L.,Ulex europaeus,L.,Ulex europaeus,6.61,3.305,6464.58,3232.29,1,"96 (32, 64)",Apeldoorn Gaspeldoorn,n,"Zonneveld, 2019"
Ornithogalum nutans L.,Ornithogalum nutans,L.,Ornithogalum nutans,43.9,21.95,42934.20,21467.10,1,14-42,ASG,n,"Zonneveld, 2019"
Echium plantagineum L.,Echium plantagineum,L.,Echium plantagineum,0.76,0.38,743.28,371.64,2,16,B eugen,n,"Zonneveld, 2019"
Reseda odorata L.,Reseda odorata,L.,Reseda odorata,0.96,0.48,938.88,469.44,,12,B eugen,n,"Zonneveld, 2019"
Lepidium campestre (L.) W.T. Aiton,Lepidium campestre,(L.) W.T. Aiton,Lepidium campestre,0.78,0.39,762.84,381.42,2,16,Bath Appelzak,n,"Zonneveld, 2019"
Carex strigosa Huds.,Carex strigosa,Huds.,Carex strigosa,0.74,0.37,723.72,361.86,2,66,Beek,n,"Zonneveld, 2019"
Mercurialis annua L.,Mercurialis annua,L.,Mercurialis annua,1.29,0.645,1261.62,630.81,2,"16 (32, 48)",Belgium Hannut,n,"Zonneveld, 2019"
Hypericum elodes L.,Hypericum elodes,L.,Hypericum elodes,1.28,0.64,1251.84,625.92,2,"16, 32",Belgium Heuvelsven,n,"Zonneveld, 2019"
Juncus bulbosus L.,Juncus bulbosus,L.,Juncus bulbosus,1.77,0.885,1731.06,865.53,1,40,Belgium Heuvelsven,n,"Zonneveld, 2019"
Lobelia dortmanna L.,Lobelia dortmanna,L.,Lobelia dortmanna,2.06,1.03,2014.68,1007.34,1,14,Belgium Heuvelsven,n,"Zonneveld, 2019"
Potamogeton polygonifolius Pourr.,Potamogeton polygonifolius,Pourr.,Potamogeton polygonifolius,1,0.5,978.00,489.00,3,28,Belgium Heuvelsven,n,"Zonneveld, 2019"
Drosera intermedia Hayne,Drosera intermedia,Hayne,Drosera intermedia,2.96,1.48,2894.88,1447.44,1,20,Belgium Teut,n,"Zonneveld, 2019"
Drosera rotundifolia L.,Drosera rotundifolia,L.,Drosera rotundifolia,2.75,1.375,2689.50,1344.75,2,20,Belgium Teut,n,"Zonneveld, 2019"
Utricularia minor L.,Utricularia minor,L.,Utricularia minor,0.6,0.3,586.80,293.40,1,36,Belgium Teut,n,"Zonneveld, 2019"
Trifolium resupinatum L.,Trifolium resupinatum,L.,Trifolium resupinatum,0.87,0.435,850.86,425.43,1,"14, 16, 32",Bemmel,n,"Zonneveld, 2019"
Poa infirma Kunth,Poa infirma,Kunth,Poa infirma,2.84,1.42,2777.52,1388.76,9,14,Berg en Dal,n,"Zonneveld, 2019"
"Bolboschoenus laticarpus Marhold, Hroudová, Duchácek & Zákr.",Bolboschoenus laticarpus,"Marhold, Hroudová, Duchácek & Zákr.",Bolboschoenus laticarpus,0.54,0.27,528.12,264.06,2,,Berkel bij Almen,n,"Zonneveld, 2019"
Cynoglossum amabile Stapf & J.R. Drumm.,Cynoglossum amabile,Stapf & J.R. Drumm.,Cynoglossum amabile,1.51,0.755,1476.78,738.39,1,24,Beugen,n,"Zonneveld, 2019"
Hordeum secalinum Schreb.,Hordeum secalinum,Schreb.,Hordeum secalinum,20.1,10.05,19657.80,9828.90,1,28,Beuningen,n,"Zonneveld, 2019"
Cerastium pumilum Curtis,Cerastium pumilum,Curtis,Cerastium pumilum,3.52,1.76,3442.56,1721.28,1,"72, 90",Beverwijk sportterrein,n,"Zonneveld, 2019"
Oenanthe pimpinelloides L.,Oenanthe pimpinelloides,L.,Oenanthe pimpinelloides,1.38,0.69,1349.64,674.82,1,22,BG Antwerpen,n,"Zonneveld, 2019"
Fagopyrum tataricum (L.) Gaertn.,Fagopyrum tataricum,(L.) Gaertn.,Fagopyrum tataricum,1.14,0.57,1114.92,557.46,1,16,BG Delft,n,"Zonneveld, 2019"
Adiantum capillus-veneris L.,Adiantum capillus-veneris,L.,Adiantum capillus-veneris,11.6,5.8,11344.80,5672.40,1,60,BG Leiden,n,"Zonneveld, 2019"
Amaranthus caudatus L.,Amaranthus caudatus,L.,Amaranthus caudatus,1.05,0.525,1026.90,513.45,1,"32, 34, 64",BG Leiden,n,"Zonneveld, 2019"
Echinops sphaerocephalus L.,Echinops sphaerocephalus,L.,Echinops sphaerocephalus,8.34,4.17,8156.52,4078.26,1,"30, 32",BG Leiden,n,"Zonneveld, 2019"
Galanthus elwesii Hook. f.,Galanthus elwesii,Hook. f.,Galanthus elwesii,55.3,27.65,54083.40,27041.70,13,"24, 48, 72",BG Leiden,n,"Zonneveld, 2019"
Galega officinalis L.,Galega officinalis,L.,Galega officinalis,3.96,1.98,3872.88,1936.44,2,16,BG Leiden,n,"Zonneveld, 2019"
Gladiolus communis L.,Gladiolus communis,L.,Gladiolus communis,7.42,3.71,7256.76,3628.38,1,"60, 90, 120",BG Leiden,n,"Zonneveld, 2019"
Glaucium flavum Crantz,Glaucium flavum,Crantz,Glaucium flavum,2.02,1.01,1975.56,987.78,2,12,BG Leiden,n,"Zonneveld, 2019"
Hyoscyamus niger L.,Hyoscyamus niger,L.,Hyoscyamus niger,2.76,1.38,2699.28,1349.64,1,34,BG Leiden,n,"Zonneveld, 2019"
Hypericum androsaemum L.,Hypericum androsaemum,L.,Hypericum androsaemum,2.17,1.085,2122.26,1061.13,1,40,BG Leiden,n,"Zonneveld, 2019"
Inula helenium L.,Inula helenium,L.,Inula helenium,4.67,2.335,4567.26,2283.63,3,20,BG Leiden,n,"Zonneveld, 2019"
Isatis tinctoria L.,Isatis tinctoria,L.,Isatis tinctoria,1.23,0.615,1202.94,601.47,4,28,BG Leiden,n,"Zonneveld, 2019"
Leonurus cardiaca L.,Leonurus cardiaca,L.,Leonurus cardiaca,1.57,0.785,1535.46,767.73,3,18,BG Leiden,n,"Zonneveld, 2019"
Malcolmia maritima (L.) W.T. Aiton,Malcolmia maritima,(L.) W.T. Aiton,Malcolmia maritima,0.55,0.275,537.90,268.95,,,BG Leiden,n,"Zonneveld, 2019"
Malva sylvestris L.,Malva sylvestris,L.,Malva sylvestris,1.56,0.78,1525.68,762.84,3,42,BG Leiden,n,"Zonneveld, 2019"
Mentha pulegium L.,Mentha pulegium,L.,Mentha pulegium,0.89,0.445,870.42,435.21,1,20,BG Leiden,n,"Zonneveld, 2019"
Myrrhis odorata (L.) Scop.,Myrrhis odorata,(L.) Scop.,Myrrhis odorata,1.73,0.865,1691.94,845.97,2,22,BG Leiden,n,"Zonneveld, 2019"
Pistia stratiotes L.,Pistia stratiotes,L.,Pistia stratiotes,0.88,0.44,860.64,430.32,1,28,BG Leiden,n,"Zonneveld, 2019"
Rumex scutatus L.,Rumex scutatus,L.,Rumex scutatus,2.24,1.12,2190.72,1095.36,1,20,BG Leiden,n,"Zonneveld, 2019"
Seseli libanotis (L.) W.D.J. Koch,Seseli libanotis,(L.) W.D.J. Koch,Seseli libanotis,5.6,2.8,5476.80,2738.40,1,"18, 22",BG Leiden,n,"Zonneveld, 2019"
Silene coeli-rosa (L.) Godr.,Silene coeli-rosa,(L.) Godr.,Silene coeli-rosa,1.89,0.945,1848.42,924.21,1,24,BG Leiden,n,"Zonneveld, 2019"
Solidago virgaurea L.,Solidago virgaurea,L.,Solidago virgaurea,1.92,0.96,1877.76,938.88,3,18,BG Leiden,n,"Zonneveld, 2019"
Teucrium chamaedrys L.,Teucrium chamaedrys,L.,Teucrium chamaedrys,3.6,1.8,3520.80,1760.40,1,32-96,BG Leiden,n,"Zonneveld, 2019"
Verbascum phoeniceum L.,Verbascum phoeniceum,L.,Verbascum phoeniceum,0.91,0.455,889.98,444.99,1,32 (36),BG Leiden,n,"Zonneveld, 2019"
Viburnum lantana L.,Viburnum lantana,L.,Viburnum lantana,8.68,4.34,8489.04,4244.52,2,18,BG Leiden,n,"Zonneveld, 2019"
Omphalodes verna Moench,Omphalodes verna,Moench,Omphalodes verna,2.42,1.21,2366.76,1183.38,1,"42, 48",BG Leiden glabrous,n,"Zonneveld, 2019"
Acer negundo L.,Acer negundo,L.,Acer negundo,1.04,0.52,1017.12,508.56,2,26,BG Sittard,n,"Zonneveld, 2019"
Ajuga chamaepitys (L.) Schreb.,Ajuga chamaepitys,(L.) Schreb.,Ajuga chamaepitys,2.29,1.145,2239.62,1119.81,1,28,BG Utrecht,n,"Zonneveld, 2019"
Alchemilla xanthochlora Rothm.,Alchemilla xanthochlora,Rothm.,Alchemilla xanthochlora,3.7,1.85,3618.60,1809.30,1,,BG Utrecht,n,"Zonneveld, 2019"
Convolvulus tricolor L.,Convolvulus tricolor,L.,Convolvulus tricolor,1.02,0.51,997.56,498.78,1,20,BG Utrecht,n,"Zonneveld, 2019"
Genista pilosa L.,Genista pilosa,L.,Genista pilosa,2.09,1.045,2044.02,1022.01,4,24 (45),BG Utrecht,n,"Zonneveld, 2019"
Nicotiana tabacum L.,Nicotiana tabacum,L.,Nicotiana tabacum,8.71,4.355,8518.38,4259.19,3,48,BG Utrecht,n,"Zonneveld, 2019"
Phytolacca americana L.,Phytolacca americana,L.,Phytolacca americana,2.56,1.28,2503.68,1251.84,6,36,BG Utrecht,n,"Zonneveld, 2019"
Rubia tinctorum L.,Rubia tinctorum,L.,Rubia tinctorum,3.36,1.68,3286.08,1643.04,1,"22,44",BG Utrecht,n,"Zonneveld, 2019"
Ruscus aculeatus L.,Ruscus aculeatus,L.,Ruscus aculeatus,22.2,11.1,21711.60,10855.80,1,40,BG Utrecht,n,"Zonneveld, 2019"
Serratula tinctoria L.,Serratula tinctoria,L.,Serratula tinctoria,3.33,1.665,3256.74,1628.37,1,22,BG Utrecht,n,"Zonneveld, 2019"
Symphytum asperum Lepech.,Symphytum asperum,Lepech.,Symphytum asperum,4.21,2.105,4117.38,2058.69,1,32,BG Utrecht,n,"Zonneveld, 2019"
Epipactis palustris (L.) Crantz,Epipactis palustris,(L.) Crantz,Epipactis palustris,28.5,14.25,27873.00,13936.50,2,40-48,BGU,n,"Zonneveld, 2019"
Equisetum variegatum Schleich. ex F. Weber & D. Mohr,Equisetum variegatum,Schleich. ex F. Weber & D. Mohr,Equisetum variegatum,59.8,29.9,58484.40,29242.20,2,216,BGU,n,"Zonneveld, 2019"
Rubus saxatilis L.,Rubus saxatilis,L.,Rubus saxatilis,1.49,0.745,1457.22,728.61,2,28,BGU,n,"Zonneveld, 2019"
Selaginella kraussiana (Kunze) A. Braun,Selaginella kraussiana,(Kunze) A. Braun,Selaginella kraussiana,0.4,0.2,391.20,195.60,1,20,BHE,n,"Zonneveld, 2019"
"Jacobaea paludosa (L.) P. Gaertn., B. Mey. & Scherb.",Jacobaea paludosa,"(L.) P. Gaertn., B. Mey. & Scherb.",Jacobaea paludosa,8.48,4.24,8293.44,4146.72,3,40,Biesbosch,n,"Zonneveld, 2019"
Galium boreale L.,Galium boreale,L.,Galium boreale,3.46,1.73,3383.88,1691.94,2,44,Biesbosch Hengs polder,n,"Zonneveld, 2019"
Mentha arvensis L.,Mentha arvensis,L.,Mentha arvensis,2.62,1.31,2562.36,1281.18,1,72,Biesbosch Noordergat,n,"Zonneveld, 2019"
Salix eriocephala Michx.,Salix eriocephala,Michx.,Salix eriocephala,0.91,0.455,889.98,444.99,2,38,Biesbosch Noordergat,n,"Zonneveld, 2019"
Ribes spicatum E. Robson,Ribes spicatum,E. Robson,Ribes spicatum,1.94,0.97,1897.32,948.66,1,16,Biesbosch Torentjes plaat,n,"Zonneveld, 2019"
Pimpinella major (L.) Huds.,Pimpinella major,(L.) Huds.,Pimpinella major,5.57,2.785,5447.46,2723.73,7,20,Biezelinge,n,"Zonneveld, 2019"
Carthamus tinctorius L.,Carthamus tinctorius,L.,Carthamus tinctorius,2.67,1.335,2611.26,1305.63,1,24,Bird seed,n,"Zonneveld, 2019"
Silene vulgaris (Moench) Garcke,Silene vulgaris,(Moench) Garcke,Silene vulgaris,2.28,1.14,2229.84,1114.92,1,24,blaassilene,n,"Zonneveld, 2019"
Carex disticha Huds.,Carex disticha,Huds.,Carex disticha,0.74,0.37,723.72,361.86,1,62,Bloemendal,n,"Zonneveld, 2019"
Carex elongata L.,Carex elongata,L.,Carex elongata,0.84,0.42,821.52,410.76,1,56,Bloemendal,n,"Zonneveld, 2019"
Carex panicea L.,Carex panicea,L.,Carex panicea,1.58,0.79,1545.24,772.62,1,32,Bloemendal,n,"Zonneveld, 2019"
Carex pilulifera L.,Carex pilulifera,L.,Carex pilulifera,1.26,0.63,1232.28,616.14,1,18,Bloemendal,n,"Zonneveld, 2019"
Carex vesicaria L.,Carex vesicaria,L.,Carex vesicaria,0.98,0.49,958.44,479.22,1,"74, 82",Bloemendal,n,"Zonneveld, 2019"
Medicago polymorpha L.,Medicago polymorpha,L.,Medicago polymorpha,1.06,0.53,1036.68,518.34,6,"14, 16",Borgharen,n,"Zonneveld, 2019"
Hypochaeris glabra L.,Hypochaeris glabra,L.,Hypochaeris glabra,3.48,1.74,3403.44,1701.72,2,10,Borsele Scaldia haven,n,"Zonneveld, 2019"
Lathyrus nissolia L.,Lathyrus nissolia,L.,Lathyrus nissolia,8.94,4.47,8743.32,4371.66,2,14,Borsele Tolpelin,n,"Zonneveld, 2019"
Atriplex laciniata L.,Atriplex laciniata,L.,Atriplex laciniata,1.58,0.79,1545.24,772.62,1,18,Borssele Slufter kaloot,n,"Zonneveld, 2019"
Carduus crispus L.,Carduus crispus,L.,Carduus crispus,2.55,1.275,2493.90,1246.95,1,16,Boskoop,n,"Zonneveld, 2019"
Erysimum cheiranthoides L.,Erysimum cheiranthoides,L.,Erysimum cheiranthoides,0.44,0.22,430.32,215.16,8,16,Boskoop,n,"Zonneveld, 2019"
Tagetes minuta L.,Tagetes minuta,L.,Tagetes minuta,2.08,1.04,2034.24,1017.12,3,48,Boxmeer,n,"Zonneveld, 2019"
Populus nigra L.,Populus nigra,L.,Populus nigra,1.01,0.505,987.78,493.89,2,38,Brabantse Biesbosch,n,"Zonneveld, 2019"
Spergularia media (L.) C. Presl,Spergularia media,(L.) C. Presl,Spergularia media,0.58,0.29,567.24,283.62,4,18,Breskens Haven,n,"Zonneveld, 2019"
Euphorbia esula L.,Euphorbia esula,L.,Euphorbia esula,3.78,1.89,3696.84,1848.42,3,60,Brouwersdam,n,"Zonneveld, 2019"
Veronica polita Fr.,Veronica polita,Fr.,Veronica polita,0.86,0.43,841.08,420.54,3,14,Cadzand dorp,n,"Zonneveld, 2019"
Trachycarpus fortunei (Hook.) H. Wendl.,Trachycarpus fortunei,(Hook.) H. Wendl.,Trachycarpus fortunei,8.04,4.02,7863.12,3931.56,1,36,Chinese henneppalm,n,"Zonneveld, 2019"
Melissa officinalis L.,Melissa officinalis,L.,Melissa officinalis,1.94,0.97,1897.32,948.66,1,"32, 34, 36",Citroenmelisse,n,"Zonneveld, 2019"
Rumex obtusifolius L.,Rumex obtusifolius,L.,Rumex obtusifolius,2.64,1.32,2581.92,1290.96,2,40,Controle,n,"Zonneveld, 2019"
Veronica triphyllos L.,Veronica triphyllos,L.,Veronica triphyllos,0.97,0.485,948.66,474.33,1,14,Cortenoever,n,"Zonneveld, 2019"
Empetrum nigrum L.,Empetrum nigrum,L.,Empetrum nigrum,1.25,0.625,1222.50,611.25,4,"26, 52",Cuyck Ebben,n,"Zonneveld, 2019"
Epilobium palustre L.,Epilobium palustre,L.,Epilobium palustre,0.65,0.325,635.70,317.85,2,36,De Bmuk,n,"Zonneveld, 2019"
Potamogeton berchtoldii Fieber,Potamogeton berchtoldii,Fieber,Potamogeton berchtoldii,1.08,0.54,1056.24,528.12,1,26,De Bntuk,n,"Zonneveld, 2019"
Carex hostiana DC.,Carex hostiana,DC.,Carex hostiana,0.78,0.39,762.84,381.42,1,56,De Bruuk,n,"Zonneveld, 2019"
Carex pallescens L.,Carex pallescens,L.,Carex pallescens,0.92,0.46,899.76,449.88,1,64,De Bruuk,n,"Zonneveld, 2019"
Cicendia filiformis (L.) Delarbre,Cicendia filiformis,(L.) Delarbre,Cicendia filiformis,1.17,0.585,1144.26,572.13,2,26,De Bruuk,n,"Zonneveld, 2019"
Cirsium dissectum (L.) Hill,Cirsium dissectum,(L.) Hill,Cirsium dissectum,2.49,1.245,2435.22,1217.61,1,34,De Bruuk,n,"Zonneveld, 2019"
Danthonia decumbens (L.) DC.,Danthonia decumbens,(L.) DC.,Danthonia decumbens,4.19,2.095,4097.82,2048.91,1,36,De Bruuk,n,"Zonneveld, 2019"
Galium uliginosum L.,Galium uliginosum,L.,Galium uliginosum,1.32,0.66,1290.96,645.48,1,"22, 44",De Bruuk,n,"Zonneveld, 2019"
Glyceria declinata Bréb.,Glyceria declinata,Bréb.,Glyceria declinata,1.01,0.505,987.78,493.89,2,20,De Bruuk,n,"Zonneveld, 2019"
Isolepis setacea (L.) R. Br.,Isolepis setacea,(L.) R. Br.,Isolepis setacea,0.95,0.475,929.10,464.55,2,22,De Bruuk,n,"Zonneveld, 2019"
